Date,Real_GDP_Crore,GVA_Agriculture,GVA_Construction,GVA_Utilities,GVA_Finance_RealEstate,GVA_Manufacturing,GVA_Mining,GVA_PublicAdmin,GVA_Trade_Transport,CPI,IIP_General,WPI_All_Commodities,USD_INR_Rate,Repo_Rate,GSec_10Y_Yield,Non_Food_Credit,Nifty50_Price,Forex_Reserves_INR_Crore,Inflation_Rate_Monthly_RBI,Gross_Bank_Credit,Credit_to_Industry,Credit_to_Services,Personal_Loans,GST_Collection,Urban_Youth_Unemployment_Rate,Female_Labor_Force_Participation,Gross_Fiscal_Deficit_Percent_GDP,Gross_Fixed_Capital_Formation_Percent_GDP,Power_Consumption_KWh,Infant_Mortality_Rate,Life_Expectancy_Years,Gini_Index,HDI_Score,Expected_Years_Schooling,GNI_Per_Capita_PPP
2020-11-01,1254482.7346376814,189868.15399658013,89441.22236908844,24103.953386060708,240146.05961658809,204812.16654147956,22631.776072960147,137563.61663632697,190270.14163602536,165.4,126.7,125.1,73.7983,4.0,5.8419,10274666.040648336,12968.9501953125,31499446.17078,6.93,10434880.34296,2817624.48,2647805.85,2819694.01,104962.8971454,25.82307692307692,27.436333333333337,11.166553424657534,29.20241565884995,953.0365245985602,27.03333333333333,67.761,25.863779527559053,0.6478333333333334,12.356832025,7882.637844166667
2020-12-01,1285486.0520289855,217637.70527530691,96285.07481200802,23727.88977460084,225006.30905994846,204883.77293759174,24156.203041073448,142318.64660273236,198942.6696569963,161.0,137.4,125.4,73.0536,4.0,5.89,10349406.644191064,13981.75,31261250.406136,4.59,10702596.47069,2822924.36,2659819.98,2848752.08,115173.8711203,24.9,27.5778087431694,11.64991506849315,29.38714624425917,958.1155684118644,26.91857923497268,67.5254262295082,25.83779527559055,0.6474234972677596,12.379227971721312,7936.803725396175
2021-01-01,1317522.8133333332,206118.8282195681,101717.26468915246,24155.703825848726,225322.85302042996,215043.7202832248,26483.64904133654,144944.52578513423,211384.9826778743,157.6,136.6,126.5,72.9519,4.0,5.9597,10459134.632376129,13634.599609375,31388113.98872799,4.06,10703751.83006,2945303.78,2779619.82,2948660.06,119875.27499840004,24.21111111111111,27.724,12.149388767123288,29.5780345158487,963.363913685612,26.8,67.282,25.81181102362205,0.647,12.40237045,7992.775136
2021-02-01,1248422.8592222224,194599.95116382922,107149.45456629687,24583.517877096616,225639.39698091146,225203.66762885786,28811.09504159963,147570.40496753607,223827.29569875236,156.9,129.9,128.1,73.0408,4.0,6.3358,10619602.68119857,14529.150390625,31745025.60768,5.03,10774742.46194,2975110.698656,2819223.734847,2999455.446228,113143.4237284,23.522222222222226,27.87305479452055,12.648862465753425,29.717751933734448,973.7231196063366,26.698082191780824,67.65705753424658,25.785826771653543,0.6494630136986301,12.449430110410958,8033.788963572603
2021-03-01,1186009.9974444443,184195.80414574256,112055.94864887894,24969.93056854632,225925.30765489474,234380.3942636232,30913.304332159838,149942.1668097055,235065.5139111583,156.7,145.6,129.9,73.5047,4.0,6.34,10705624.163695484,14690.7001953125,30856153.557483,5.52,10949509.0,2940570.692,2764830.794,3009013.068,123901.9725777,22.9,28.007684931506848,13.1,29.84394831117964,983.0798217282812,26.60602739726028,67.99581917808219,25.75984251968504,0.6516876712328767,12.491935610136986,8070.833711057534
2021-04-01,1116910.0433333332,177145.81924486926,104492.56879427149,25415.388123328943,241610.65358901027,222404.21477087474,28920.413792570125,139224.9586017614,209960.10469975162,158.0,126.1,132.0,74.0232,4.0,6.2551,10885384.478687,14631.099609375,32255817.08095,4.23,10860485.37617,2962892.489197,2767556.877014,3076392.835517,139707.73052930002,21.552173913043475,28.1567397260274,12.794246575342466,29.9836657290654,993.4390276490058,26.504109589041096,68.37087671232877,25.733858267716535,0.6541506849315069,12.538995270547945,8111.847538630137
2021-05-01,1152262.571904762,170323.25321176604,97173.16893497395,25846.47607957019,256790.02062202533,210814.36364886013,26991.81004458008,128853.46678762196,185664.54739839034,160.7,115.1,132.9,72.5211,4.0,6.28,10800163.650126774,15582.7998046875,31537154.991772,6.3,10831221.47883,2957537.040007,2748972.490051,3047424.767225,97820.6722347,20.24782608695652,28.300986301369864,12.498356164383562,30.11887613347096,1003.4640656368038,26.405479452054795,68.73383561643836,25.707874015748033,0.6565342465753425,12.58453687739726,8151.538339506849
2021-06-01,1188793.518095238,163273.26831089272,89609.78908036649,26291.933634352816,272475.3665561409,198838.18415611167,24998.91950499037,118136.25857967786,160559.13818698362,162.6,122.8,133.7,74.3456,4.0,6.36,10741037.944234334,15721.5,33777969.09916,6.26,10928555.0,2941899.967421,2773216.985405,3048391.091725,92800.3564317,18.9,28.45004109589041,12.192602739726029,30.258593551356707,1013.8232715575284,26.30356164383561,69.10889315068492,25.681889763779527,0.6589972602739727,12.63159653780822,8192.552167079451
2021-07-01,1224146.0466666666,156099.09990683256,89062.42362515802,26746.050937134056,278857.97128465446,204415.02416105955,23883.530136211833,127384.55245222915,173223.231689057,164.0,131.5,135.0,74.3871,4.0,6.2158,10757460.776077742,15763.0498046875,34295222.187465,5.59,10910566.77961,2934180.316216,2770324.280396,3095232.424446,116392.6450469,20.07391304347826,28.59428767123288,11.896712328767125,30.39380395576228,1023.8483095453262,26.20493150684932,69.47185205479451,25.655905511811024,0.6613808219178082,12.677138144657532,8232.242967956165
2021-08-01,1246348.0714492754,148685.7925559704,88496.8126547759,27215.305483341337,285453.3295041185,210177.75883283906,22730.96112180735,136941.12278719884,186309.46164119942,163.9,132.4,136.2,73.1536,4.0,6.2731,10832950.785173226,17132.19921875,34118812.05505501,5.3,10897601.02207,2922212.794132,2746800.390193,3124343.552403,112020.0608009,21.28695652173913,28.743342465753425,11.59095890410959,30.53352137364802,1034.2075154660506,26.10301369863014,69.84690958904109,25.62992125984252,0.6638438356164383,12.724197805068492,8273.256795528767
